type,issue_number,author,author_type,created_at,state,title,text
issue_body,37071,klmhyeonwoo,User,2026-07-20T06:08:32Z,closed,Bug:,"<!--
  Please provide a clear and concise description of what the bug is. Include
  screenshots if needed. Please test using the latest version of the relevant
  React packages to make sure your issue has not already been fixed.
-->

React version:

## Steps To Reproduce

1.
2.

<!--
  Your bug will get fixed much faster if we can run your code and it doesn't
  have dependencies other than React. Issues without reproduction steps or
  code examples may be immediately closed as not actionable.
-->

Link to code example:

<!--
  Please provide a CodeSandbox (https://codesandbox.io/s/new), a link to a
  repository on GitHub, or provide a minimal code example that reproduces the
  problem. You may provide a screenshot of the application if you think it is
  relevant to your bug report. Here are some tips for providing a minimal
  example: https://stackoverflow.com/help/mcve.
-->

## The current behavior


## The expected behavior
"
issue_body,37065,AntonyDugler,User,2026-07-19T14:01:40Z,open,Bug: infinite synchronous loop in getParentHydrationBoundary during event dispatch when <html> is rendered inside a container div (jsdom + portaled focus content),"## Summary

`react-dom` enters an **infinite synchronous loop** inside the event-dispatch path — `getClosestInstanceFromNode` → `getParentHydrationBoundary` → repeated `previousSibling` walking — when:

1. the rendered tree contains an `<html>` element **nested inside a container `<div>`** (the default React Testing Library mount, under jsdom), and
2. an event is dispatched that involves portaled content with focus guards (e.g. opening a Radix UI dialog, or pointer/focus events after such content has existed in the document).

Because the loop is synchronous microtask/dispatch work, it never yields: the test runner's timeouts never fire and the process spins at 100% CPU indefinitely. Where it strikes is nondeterministic across runs (whichever event dispatch first hits the walk), which makes it look like flaky ""hanging tests"".

## Reproduction (18 lines, vitest + jsdom)

```tsx
import * as Dialog from ""@radix-ui/react-dialog"";
import { render, screen } from ""@testing-library/react"";
import userEvent from ""@testing-library/user-event"";
import { describe, expect, it } from ""vitest"";

describe(""nested-html repro"", () => {
  it(""hangs forever on the click"", async () => {
    const user = userEvent.setup();
    render(
      <html lang=""en"">
        <body>
          <Dialog.Root>
            <Dialog.Trigger>open</Dialog.Trigger>
            <Dialog.Portal>
              <Dialog.Overlay />
              <Dialog.Content>
                <Dialog.Title>Hello</Dialog.Title>
                <button>inside</button>
              </Dialog.Content>
            </Dialog.Portal>
          </Dialog.Root>
        </body>
      </html>,
    );
    await user.click(screen.getByText(""open"")); // ← never returns
    expect(await screen.findByRole(""dialog"")).toBeInTheDocument();
  });
});
```

Remove the `<html>`/`<body>` wrapper (render the dialog directly into the container) and the same test passes in ~600 ms.

## Observed spinning stack

Captured by pausing the hung worker under the V8 inspector (`kill -USR1` + `Debugger.pause`); 100% of samples over multiple seconds sit in this loop:

```
get previousSibling
getParentHydrationBoundary        (react-dom-client.development.js)
getClosestInstanceFromNode
dispatchEventForPluginEventSystem
dispatchDiscreteEvent
[jsdom] innerInvokeEventListeners / _dispatch
fireFocusEventWithTargetAdjustment
[Radix FocusScope] focusFirst → patched focus
commitHookEffectListMount          (FocusScope's mount effect)
commitPassiveMountOnFiber
```

A related manifestation: after any render of such a nested-`<html>` tree has been mounted and unmounted, a **subsequent** `user.type()`/pointer interaction in the same jsdom document can enter the same walk via `dispatchContinuousEvent`, again never returning.

## Why this shape occurs in the wild

Frameworks whose root component renders the full document shell (`<html><head/><body>…`) — e.g. TanStack Start, and similar SSR document-root apps — hit this whenever tests mount the real root via React Testing Library's default container `<div>`. React warns `In HTML, <html> cannot be a child of <div>` (fair), but the failure mode is an unkillable synchronous hang rather than an error, and it strikes probabilistically at whichever event dispatch comes next.

**Workaround** that resolved it for us: create the root on `document` itself (`createRoot(document)`), so the rendered `<html>` becomes the real `documentElement`. It would still be worth `getParentHydrationBoundary` guarding against non-terminating walks (or React turning the invalid-nesting warning into a hard error) so the invalid case fails loudly instead of spinning forever.

## Environment

- react / react-dom **19.2.5**
- jsdom **29.1.1** (vitest **4.1.10**, `environment: ""jsdom""`)
- @testing-library/react **16.3.2**, @testing-library/user-event **14.6.1**
- @radix-ui/react-dialog **1.1.15**
- node **v24.17.0**, macOS 15 (also reproduced on ubuntu-latest CI)"
issue_body,37058,sadan4,User,2026-07-19T02:23:26Z,open,[Compiler Bug]: `Invariant: [InferMutationAliasingEffects] Expected value kind to be initialized` on passing reference to current function to other function,"### What kind of issue is this?

- [x] React Compiler core (the JS output is incorrect, or your app works incorrectly after optimization)
- [ ] babel-plugin-react-compiler (build issue installing or using the Babel plugin)
- [ ] eslint-plugin-react-hooks (build issue installing or using the eslint plugin)
- [ ] react-compiler-healthcheck (build issue installing or using the healthcheck script)

### Link to repro

https://playground.react.dev/#N4Igzg9grgTgxgUxALhAgHgBwjALgAgDMoA7OXASwhPwFkBPAYQgFtsSETcAKASn2AAdGvhgJcsGgB4AEggA28iAHUc8gCb5qjeRTgBrALzA++QwD4Bw-DaIQI3YmUrV8AIwCGMU0JG38FIT43LQeuAAWAHQwHiTqrKaWkQCs-L7+-p4AXnwA3NYZAL74CmAIVn4ZAI5Q6NyeMLz5lTaFBa1NBYXFAPTmwm0kIAA0IHDUhBQA5igg6fg9PeNsFPJhVCS0EOoIyPiCIB6KBwMj4OEQAO4AklwIMCRHYCiETwiFQA

### Repro steps

1: give react compiler this code
```js
export function MyComponent() {
  return <HelloWorld onClick={() => {
    foo(function bar() {
      if (Math.random() > .5) {
        baz();
      } else {
        qux(bar);
      }
    });
  }} />
}

```

2: notice the following error
```
Found 1 error:

Invariant: [InferMutationAliasingEffects] Expected value kind to be initialized

<unknown> bar$5.

   5 |         baz();
   6 |       } else {
>  7 |         qux(bar);
     |             ^^^ this is uninitialized
   8 |       }
   9 |     });
  10 |   }} />
```

### How often does this bug happen?

Every time

### What version of React are you using?

the version in playground.react.dev

### What version of React Compiler are you using?

the version in playground.react.dev"
issue_body,37044,dai-shi,User,2026-07-17T00:57:11Z,open,[Flight] Let encodeFormAction reuse the default encoding,"## Summary

This is a follow-up to #27563.

The SSR Flight client's `encodeFormAction` callback fully replaces React's default form action encoding. A framework cannot call the default encoder and change only one field.

A common use case is changing the form action URL while keeping the default encoding, so `decodeAction` still works. For example, a framework may add a query parameter that identifies a no-JS action request without reading the request body.

Today, frameworks must copy React's encoding behavior using public APIs. This includes serializing the arguments, renaming fields, generating prefixes, caching results, and handling suspension. The callback also does not receive `identifierPrefix` or a stable identity for unbound references.

This logic now exists in two implementations:

* waku: https://github.com/wakujs/waku/pull/2191
* `@vitejs/plugin-rsc`: https://github.com/vitejs/vite-plugin-react/pull/1280

## Proposal

Pass a bound default encoder to the callback:

```ts
encodeFormAction?: (
  id: string,
  args: Promise<unknown[]>,
  encodeDefault: () => ReactCustomFormAction,
) => ReactCustomFormAction;
```

A framework could then write:

```ts
const encodeFormAction = (id, args, encodeDefault) => ({
  ...encodeDefault(),
  action: currentUrl + '?my-marker=1',
});
```

React would keep control of caching, prefixes, and suspension, while frameworks could change only the fields they need.

Exporting `defaultEncodeFormAction` would not solve this by itself because React must bind the reference state and provide the Fizz `identifierPrefix`.

## `useActionState` permalink

When `permalink` is set, Fizz applies it after `encodeFormAction` and replaces the callback's action URL.

Applying the permalink before the callback, or adding a final action transform, would let frameworks preserve their URL changes.
"
issue_body,37043,HoneyTyagii,User,2026-07-16T16:57:54Z,open,Build: Inject the runtime React version from ReactVersions.js,"## Summary

Use `ReactVersions.js` as the single source of truth for React's runtime version and inject that value during the build.

## Current behavior

`packages/shared/ReactVersion.js` currently hard-codes the React version:

```js
export default '19.3.0';
```

The file contains a TODO explaining that the version should instead be injected during the build from `ReactVersions.js`.

This creates multiple version values that must be updated together, including:

- `ReactVersions.js`
- `packages/shared/ReactVersion.js`
- Package metadata such as `packages/react/package.json`

A missed update could cause runtime version information, release metadata, and DevTools compatibility handling to disagree.

## Proposed change

1. Add a build-time version token or equivalent injection mechanism.
2. Source the injected value from `ReactVersions.js`.
3. Update `packages/shared/ReactVersion.js` to use the injected value, or remove the module if its consumers can be migrated safely.
4. Ensure source-mode tests and local development receive a deterministic version.
5. Cover stable, canary, and experimental release channels.
6. Add validation that detects divergence between emitted runtime metadata and canonical release metadata.

The existing Rollup constant replacement stage in `scripts/rollup/build.js` may provide a suitable integration point.

## Acceptance criteria

- `ReactVersions.js` is the only manually maintained source for the core React release version.
- Stable builds expose the canonical React version at runtime.
- Canary and experimental builds expose their expected release-channel version formats.
- Source tests, watch builds, production builds, and release builds do not contain an unresolved version token.
- DevTools version compatibility behavior continues to work.
- CI reports a clear failure if runtime and canonical release metadata diverge.
- The obsolete TODO and duplicate runtime version constant are removed.

## Additional context

Relevant source locations:

- `packages/shared/ReactVersion.js`
- `ReactVersions.js`
- `scripts/rollup/build.js`
- `packages/react/package.json`"
issue_body,37038,Matb85,User,2026-07-16T10:14:33Z,open,"`react-server-dom-webpack@19.2.0` and newer calls `__webpack_get_script_filename__` in `resolveModuleChunk`, which breaks RSC on Expo/Metro","<!--
  Please provide a clear and concise description of what the bug is. Include
  screenshots if needed. Please test using the latest version of the relevant
  React packages to make sure your issue has not already been fixed.
-->

React version: 19.2.0 (`react`, `react-dom`, `react-server-dom-webpack` all pinned to 19.2.0) (also concerns newer versions - 19.2.7 tested)

## Steps To Reproduce

1. Create a new expo app (or clone https://github.com/Matb85/expo-rsc-192-reproduction)
2. `yarn install`
3. `yarn ios` (or `npx expo start -c --ios`)
4. App opens on `/` — `React.Suspense` triggers a `""use server""` function
5. Observe Metro logs

<!--
  Your bug will get fixed much faster if we can run your code and it doesn't
  have dependencies other than React. Issues without reproduction steps or
  code examples may be immediately closed as not actionable.
-->

Link to code example: https://github.com/Matb85/expo-rsc-192-reproduction

Minimal app code:

```tsx
// app/index.tsx
import React from ""react"";
import { ActivityIndicator } from ""react-native"";
import renderInfo from ""../actions/render-info"";

export default function Index() {
  return <React.Suspense fallback={<ActivityIndicator />}>{renderInfo({ name: ""World"" })}</React.Suspense>;
}
```

```tsx
// actions/render-info.tsx
""use server"";

import { Text } from ""react-native"";

export default async function renderInfo({ name }: { name: string }) {
  return <Text>Hello, {name}!</Text>;
}
```

<!--
  Please provide a CodeSandbox (https://codesandbox.io/s/new), a link to a
  repository on GitHub, or provide a minimal code example that reproduces the
  problem. You may provide a screenshot of the application if you think it is
  relevant to your bug report. Here are some tips for providing a minimal
  example: https://stackoverflow.com/help/mcve.
-->

## The current behavior

On iOS (Expo dev runtime / Metro bundler), invoking a Server Function from a `React.Suspense` boundary throws:

```
ERROR [Error: Uncaught (in promise, id: 0) ReferenceError: Property '__webpack_get_script_filename__' doesn't exist]

Call Stack
  resolveModuleChunk (node_modules/react-server-dom-webpack/cjs/react-server-dom-webpack-client.browser.development.js:1607:34)
  model.then$argument_0 (node_modules/react-server-dom-webpack/cjs/react-server-dom-webpack-client.browser.development.js:2771:38)
```

**Regression boundary:** Pinning all three packages to **19.1.8** resolves the issue. The Server Function completes and `Hello, World!` renders.

## The expected behavior

The Server Function should resolve and successfully render `Hello, World!` on iOS, as it does with `react-server-dom-webpack@19.1.8`.

---

## Root cause analysis

The regression is in **`react-server-dom-webpack`**, not `react` or `react-dom`. A diff of `react-server-dom-webpack-client.browser.development.js` between 19.1.8 and 19.2.0 is in `investigation/rsdw-client-browser.diff`.

### What changed in 19.2.0

`resolveModuleChunk()` was rewritten to collect **debug/IO tracing metadata** for each webpack chunk referenced by a resolved client module. It now calls a **new Webpack runtime global** that does not exist in 19.1.8:

```js
var scriptFilename = __webpack_get_script_filename__(chunkId);
```

This symbol appears **exactly once** in the entire 19.2.0 package tree — at line 1607 of `react-server-dom-webpack-client.browser.development.js`.

### 19.1.8 — `resolveModuleChunk` (12 lines, no filename lookup)

```js
function resolveModuleChunk(chunk, value) {
  if (""pending"" === chunk.status || ""blocked"" === chunk.status) {
    var resolveListeners = chunk.value,
      rejectListeners = chunk.reason;
    chunk.status = ""resolved_module"";
    chunk.value = value;
    chunk.reason = null;
    null !== resolveListeners &&
      (initializeModuleChunk(chunk),
      wakeChunkIfInitialized(chunk, resolveListeners, rejectListeners));
  }
}
```

### 19.2.0 — `resolveModuleChunk` (~70 lines, requires Webpack global)

```js
function resolveModuleChunk(response, chunk, value) {
  if (""pending"" === chunk.status || ""blocked"" === chunk.status) {
    releasePendingChunk(response, chunk);
    value = value[1];  // chunk preload manifest from client reference metadata
    for (var debugInfo = [], i = 0; i < value.length; ) {
      var chunkId = value[i++];
      value[i++];
      var scriptFilename = __webpack_get_script_filename__(chunkId);  // ← throws on Metro
      href = new URL(scriptFilename, document.baseURI).href;
      // builds ioInfo via performance.getEntriesByType(""resource""), fake stacks, etc.
      chunkIOInfoCache.set(chunkId, ioInfo);
      target.push({ awaited: ioInfo });
    }
    chunk._debugInfo.push.apply(chunk._debugInfo, debugInfo);
    initializeModuleChunk(chunk);
  }
}
```

### Supporting infrastructure added in 19.2.0

| Addition | Purpose |
|----------|---------|
| `chunkIOInfoCache` | Caches per-chunk IO timing/size debug info |
| `resolveChunkDebugInfo()` | Attaches awaited IO info to chunks |
| `releasePendingChunk()` | Refactored chunk lifecycle |
| `initializeDebugChunk()` | Debug model chunk initialization |

Client file grew from **2,837 → 4,973 lines** (+75%).

### Why 19.1.8 works on non-Webpack runtimes

19.1.8 uses webpack globals that Expo/Metro already polyfills:

- `__webpack_require__`
- `__webpack_chunk_load__`
- `__webpack_require__.u` (with `chunkMap` fallback)

But it **never** calls `__webpack_get_script_filename__`, so the missing global is never hit.

### Call path

```
app/index.tsx
  React.Suspense → renderInfo() server function
    → RSC payload streamed back with client module reference
      → resolveModule() in react-server-dom-webpack client
        → resolveModuleChunk(response, chunk, clientReference)
          → __webpack_get_script_filename__(chunkId)  // ReferenceError
```

## Environment

| Component | Version |
|-----------|---------|
| Expo SDK | 57.0.6 |
| expo-router | 57.0.6 |
| react / react-dom / react-server-dom-webpack | 19.2.0 (broken) / 19.1.8 (works) |
| React Native | 0.86.0 |
| Node.js | v26.4.0 |
| Xcode | 26.6 (Build 17F113) |
| iOS Simulator | iPhone 17 Pro |

## Suggested fixes

1. **Guard the call in `react-server-dom-webpack`:** Check `typeof __webpack_get_script_filename__ === 'function'` before calling; fall back to `__webpack_require__.u(chunkId)` or skip IO debug info when absent.
2. **Expo/Metro shim:** Polyfill `__webpack_get_script_filename__` to return chunk URLs (similar to the existing `__webpack_require__.u` shim).

## Additional context

- Repro follows [Expo's RSC guide](https://docs.expo.dev/guides/server-components/) with `experiments.reactServerFunctions: true`
- No patches, shims, or workarounds in the repro — the failure is a direct integration issue between `react-server-dom-webpack@19.2.0` and Metro's partial Webpack runtime emulation
"
issue_body,37034,SimonJaspers,User,2026-07-16T07:15:05Z,open,[Compiler Bug]: Dependency precision changes after unrelated optional-chain property read,"### What kind of issue is this?

- [x] React Compiler core (the JS output is incorrect, or your app works incorrectly after optimization)
- [ ] babel-plugin-react-compiler (build issue installing or using the Babel plugin)
- [ ] eslint-plugin-react-hooks (build issue installing or using the eslint plugin)
- [ ] react-compiler-healthcheck (build issue installing or using the healthcheck script)

### Link to repro

[Test case + investigation in playground](https://playground.react.dev/#N4Igzg9grgTgxgUxALhAejQAgCoAsCWYmcAhnLgkQEYlgIAmmEAdpnQDYJwAu+LA-ADpmEeggA6zBAA8ADhBjdiLMEuyVuAfQDu+brmhaYCEowC8mABTBMIsWAA0bBJx59WAX2SYACjAiyYACUmGYAfJjAkpjKzKrOrtwMAHKiCKG2aWCCAGb4zPSW6eGYCIL45mYWHFy8AsJp5fRB0ZjG3LCsADxhwDU8KWlCzCQAtggeXWhhkh6Skhg4BESk5IjUtAxMrP11zMONFZIy8oqx8eqqmiRQ3BAZ1pn2TrvumF6+-oEhJVGs50pdoMxBk7JRcvlCsUImUKqEqglau4DmImi1-q96mCmgBuVrtTqYHp9Fy1YEIYZjCZTGbMObMebMRYAYQgo3GzCUhkw7Hy6QATPzMCQCph9Ok4GzZPhODA2HdAmL7lACggYKoRYxxUxZHsSOxiLgSPljnIFEpJXE1BoHjYwY5EW4WO9vH4AsFQhE-jFLfEgfRUiCLFA6ABZBCjCCWVoxSw-CL2iEFIqe0pNeHVUlO-YNVEVIIOGOYADa9peWb2KNh9AAuq0gniGRiK8jc9WcZhFnhCDy+ZhRiQANaUMUUZSjaWyzAqsTq7iazDaI1KPS2BAMIh3TD0CCMmIEmDdXr+wMU4RUybTWaMhYAKkwqSS3lDQ-SYFg6RY7AAntt0idzS2SUJxYBBOUwHsVWAjkkkYSBR3-GB-DlQxZFubcIBHERAUHfBZDYKAqDoABHKAwKUNVkKIW80EZNBb1aAB1PQDHQgdmCgfV+wjCAnG1MAqTFGB8DgQdFwUQcwAAQkkGiFiwACzl9a0rhuLcLEeMtHT2F1PndeNInkmIAW08lQSyJMoVTasM201tsXzOisBiFk2Rgph0O1XkpEwKgXAgbRhVFOh0m1MRZDAsRmDgX9yBFABzdIcn8UYjJcrBMRzBytXuTKqwg1htWAyctlQ240rsrFDnoRsKoPI8SUSclKXGS9aUWek6PvVpuyIHsSHHeQpHA-QSEBAxtFIOgiAG2QxqSQ9MBydgSHixLGCoX8iqlGU1UETBWgASRXZgcjVIg8rbYUZu3BAItVaLvw7bDKqy6q90wQ6ckwb9oEGzgkh-JhRlXAADTLQaWlKENu+6opi4UkJIb8+LHGQjRDXgADcEAAWnCogYCgThFxlA1jFObhvHEEBQ0IMB8ni2HIrAhHwZbKq83oUGaY+0NfxOWoxreChjAgzdlxh4rdrlbRoHYRhjH1fAAC9QslgapECzKmCoAArWpRzGtoEDO4xopHfjBKkVQtmy8TicYUgQ3V9JxkjVWtkspVfPSTWIFxgJBFk2imQUs0lJUFStDAXDZAi8wrDtLJy0SN4Pjdb5Uz+RYfSj0yAzSTRY7whOMhd8NI2jMPjNjAzEzyZNoTTOEqkzNPOerAsKpiUsU9eqsmjrGuYgbJzjPqoljwrcli7jhOWupaZGw6m8mW6-48DffAJxJyB2FuN5DoAchx4V495LZ8n7WK0nFn2ZG4GAyCUbVZGEkHsfSLH9TIjzuAZiCCA31tTuwgMHZgcka6KQtPnS4WhG7FCTk8SgqckTOgzl8D0vwKrKQLqeQ6idLrZRXs5EyJ4i7v0oGqHGicK48WrrnYycZUwN0hCmEoNk274LSIQ7uI9jJ92eDwsQhDh5MLHk2Jhk9iQULEJoKhdAYC0MXm1Uh7wuoHX+AAeQtp9eUJAzjaGErwZgTMtbKBBMYH8jNthSx2rKJwq4zouCILyYcwp+z01KvHc0Ko9BbUlvoHsoNG7c3vi9Eu8cr4gLHP6FBEFFYRmNHEGGAlxj7UsNqMqShdDsANGACaRsVzjXNMQfA8AoB6A2HQRgzoBrGDNqzCUFBRJ2PZh3ZgkN0RQMWDAky8DNAiE0OxTi7ARk8VtCgh0OtMH6Wzrg-OciEDXFuPcCwbCm7WXTNw4h1V0R1QQB0RasiZ6F3kWpCAqiaTqM6lIhi-xDqLloARGA79CBbC3CFYpo4ezASoHyRgMgxiyBJjuLCEAlCJSUBTQCjAXl+VsVEhOghUWtAAMpsgQBNJwph6C2P4lwFgjB6GRn7K+PqSh5oRl1D7aWJNtR5DnH+fgH0t7-zQkoSw0FyJEBBlIIIyAPqgxFXrMArR8DfUsAAEmLAABhrJgKSCJ7SYAAD5qswLKgAjIq5V7d0FvS5iEb0nYyG1wtZaq1tcAB6uNca-IuuuUYm57gvzGUDEQgUdyLklk87QIpYJoEFgMegrL-gip5pA0OfSI6wKtDgDQmh-mAqmVpWZrosEGRzmQvByyhkQE0OwFgiUYBz1LlsYMYYGE9ysPXCyYSOEwh2QiPZxrCwCN7umjmRrqziLIZIxZCblmEIyG29sZqHyQoQN4F6Lt6CoogYc45DV83DOLWYtU5bolhvPK1GkRk7kYC7AATR8AAUXRZIbg34IpTqDJERJ3hVDCTMR2ekN673JCpOcpBp5MAADJH0jHGM+p+jN33XtvekdFPaMimrBN4U8jY7mfvSJnIgFgENZG8AAQSRt+Lo37xi-rCI2GIeVvCwc6ShkADgQCWjyPFFAIBTUYHpcLFgoY0jUxAPqdgvM6R0fABNQ6nI1QjHYGAFAOR9R0A8EAA)

### Repro steps

**Core issue:**
- Define a const that uses an optional chain, e.g.:

```ts
const selectedNode = nodes.find(n => n.id === selection?.node.id);
```
- Observe compiler output caches on `selection?.node` object rather than `selection?.node.id`
```js
if ($[0] !== nodes || $[1] !== selection?.node) {
```

- Add an unrelated read _after_ the declaration.
```ts
const selectedNode = nodes.find(n => n.id === selection?.node.id);
selection?.node.id; // <-- here
```
- Observe that the compiled out now caches on `selection?.node.id`
```js
if ($[0] !== nodes || $[1] !== selection?.node.id) {
```

**With manual memoization**
When using manual memoization, adhering to the rules enforced by the `exhaustive-deps` linting rule, this results in skipped compilation:

- Define a memo that uses an optional chain, e.g.:

```ts
const selectedNode = useMemo(
  () => nodes.find(n => n.id === selection?.node.id),
  [ nodes, selection?.node.id ]
);
```
- Observe that compilation is _skipped_.
- Add an unrelated read _after_ the memo
```ts
const selectedNode = useMemo(
  () => nodes.find(n => n.id === selection?.node.id),
  [ nodes, selection?.node.id ]
);
selection?.node.id; // <-- here
```
- Observe that the component now compiles, and the original memo is cached using `selection?.node.id`.

In both cases, adding the read _before_ the memoized code does not have an impact.

**Further notes:**
I was hoping for the compiler to understand the optional chain, in line with the `exhaustive-deps` lint rule. I _think_ that issue was reported before, including the workaround of extracting the chained variable outside of the memo.

Upon further investigation, I was happily surprised that the compiler does seem to be able to figure out the pattern! It's just the way to trigger it that seems unintentional. I hope this report helps the work towards fully supporting the compilation of these optional chaining patterns.

If there's anything else I can do to help, please let me know.

### How often does this bug happen?

Every time

### What version of React are you using?

19.2.0

### What version of React Compiler are you using?

1.0.0"
issue_body,37027,aryelu,User,2026-07-15T19:19:03Z,open,Bug:,"<!--
  Please provide a clear and concise description of what the bug is. Include
  screenshots if needed. Please test using the latest version of the relevant
  React packages to make sure your issue has not already been fixed.
-->

React version:

## Steps To Reproduce

1.
2.

<!--
  Your bug will get fixed much faster if we can run your code and it doesn't
  have dependencies other than React. Issues without reproduction steps or
  code examples may be immediately closed as not actionable.
-->

Link to code example:

<!--
  Please provide a CodeSandbox (https://codesandbox.io/s/new), a link to a
  repository on GitHub, or provide a minimal code example that reproduces the
  problem. You may provide a screenshot of the application if you think it is
  relevant to your bug report. Here are some tips for providing a minimal
  example: https://stackoverflow.com/help/mcve.
-->

## The current behavior


## The expected behavior
"
issue_body,37015,nicolasrodriguesfernandes2005-beep,User,2026-07-14T18:52:58Z,open,Bug:,"<!--
  Please provide a clear and concise description of what the bug is. Include
  screenshots if needed. Please test using the latest version of the relevant
  React packages to make sure your issue has not already been fixed.
-->

React version:

## Steps To Reproduce

1.
2.

<!--
  Your bug will get fixed much faster if we can run your code and it doesn't
  have dependencies other than React. Issues without reproduction steps or
  code examples may be immediately closed as not actionable.
-->

Link to code example:

<!--
  Please provide a CodeSandbox (https://codesandbox.io/s/new), a link to a
  repository on GitHub, or provide a minimal code example that reproduces the
  problem. You may provide a screenshot of the application if you think it is
  relevant to your bug report. Here are some tips for providing a minimal
  example: https://stackoverflow.com/help/mcve.
-->

## The current behavior


## The expected behavior
"
issue_body,37014,identy,User,2026-07-14T15:15:06Z,open,Transient DOM duplication window (~300 ms) when batched Suspense reveal races hydration-time client render of dehydrated boundaries (React 19.2),"**Summary**

Since React 19.2, two documented behaviors interact to produce a transient window where
streamed Suspense content exists twice in the DOM:

1. **Batched/throttled Suspense reveals** (React 19.2 blog): when `$RC(...)` executes for a
   streamed segment, the reveal may be queued for ~300 ms instead of applying immediately.
2. **Client-rendering dehydrated boundaries on document load** (#31620): if the
   document finishes loading and hydration finds a Suspense boundary still ""dehydrated
   pending"", React client-renders it from the flight payload.

When both fire on the same boundary — reveal queued at t≈75 ms, document load + hydration at
t≈100 ms — the client render mounts a **visible** copy while the streamed segment
(`<div hidden id=""S:0"">…`) remains unconsumed in the DOM. Both copies coexist until the queued
reveal batch runs (~300 ms after `$RC`), finds the boundary already resolved, and deletes the
orphaned segments.

**Impact**

- End users: none observed — the extra copy is `hidden` (excluded from the accessibility
  tree) and self-cleans within ~300 ms.
- Tooling: any DOM-wide query during the window sees duplicates. Playwright strict-mode
  aborts immediately on the violation (no retry), producing persistent flaky failures for
  any assertion issued right after `page.goto()` to a streamed route. This bit us across
  ~27 spec files until we adopted `.filter({ visible: true })` everywhere (the mitigation
  the Next.js team recommends in vercel/next.js#86577 for the Activity/cacheComponents
  variant — which we do NOT use; our app has neither).

**Reproduction (deterministic, production build)**

Environment: Next.js 16.2.x (App Router), React 19.2.x, a route with `loading.tsx` whose RSC
payload streams after the shell (any data-bound page works).

1. `next build && next start`.
2. Warm the server (visit the route once) — a warm server makes hydration consistently win
   the race against the queued reveal. Cold servers rarely reproduce (hydration arrives after
   the reveal executed), which disguises the issue as a ""flaky test under load"".
3. Load the route with a `MutationObserver` installed at document-start; observe:
   - t≈62–77 ms: segments arrive into `<div hidden id=""S:0"">`; `$RC(""B:0"",""S:0"")` executes but
     the reveal is queued;
   - t≈103 ms: document load → hydration client-renders the pending boundary → second, visible
     copy appears;
   - t≈103–373 ms: both copies present (all test ids ×2; one copy under `[hidden]`);
   - t≈373 ms (300 ms after `$RC`): queued batch runs, orphaned segments are deleted.
4. Raw server HTML contains each node exactly once (verified via direct fetch) — the
   duplication is client-side; there is no hydration mismatch logged.

**Expected**

Either the queued reveal is cancelled/flushed synchronously when hydration decides to
client-render the boundary, or the client render consumes/removes the streamed segment
immediately — so the DOM never holds both copies.

**Notes**

- We could not find an existing issue describing this exact interaction (reveal batching ×
  document-load client render). Happy to provide the full MutationObserver traces and a
  minimal repo if useful.
- Related (different trigger, same symptom family): vercel/next.js#86577.
"
issue_body,37007,bhanwar-modulobytes,User,2026-07-14T05:26:31Z,open,"[DevTools Bug] Cannot reorder children for node ""2547"" because no matching node was found in the Store.","### Website or app

https://app.mbhrms.in/

### Repro steps

<img width=""1312"" height=""974"" alt=""Image"" src=""https://github.com/user-attachments/assets/95eac895-4741-40e5-b0e4-86da73e4670f"" />
Dismiss
The error was thrown at chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:728305
    at p.emit (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:680330)
    at chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:682241
    at bridgeListener (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:1189368)

### How often does this bug happen?

Sometimes

### DevTools package (automated)

react-devtools-extensions

### DevTools version (automated)

7.0.1-3cde211b0c

### Error message (automated)

Cannot reorder children for node ""2547"" because no matching node was found in the Store.

### Error call stack (automated)

```text
at chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:728305
    at p.emit (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:680330)
    at chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:682241
    at bridgeListener (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:1189368)
```

### Error component stack (automated)

```text

```

### GitHub query string (automated)

```text
https://api.github.com/search/issues?q=Cannot reorder children for node  because no matching node was found in the Store. in:title is:issue is:open is:public label:""Component: Developer Tools"" repo:facebook/react
```"
issue_body,37006,saaliwu-dangura,User,2026-07-14T00:14:56Z,open,Bug:,"<!--
  Please provide a clear and concise description of what the bug is. Include
  screenshots if needed. Please test using the latest version of the relevant
  React packages to make sure your issue has not already been fixed.
-->

React version:

## Steps To Reproduce

1.
2.

<!--
  Your bug will get fixed much faster if we can run your code and it doesn't
  have dependencies other than React. Issues without reproduction steps or
  code examples may be immediately closed as not actionable.
-->

Link to code example:

<!--
  Please provide a CodeSandbox (https://codesandbox.io/s/new), a link to a
  repository on GitHub, or provide a minimal code example that reproduces the
  problem. You may provide a screenshot of the application if you think it is
  relevant to your bug report. Here are some tips for providing a minimal
  example: https://stackoverflow.com/help/mcve.
-->

## The current behavior


## The expected behavior
"
